MOTIF ID	LOCATIONS	REFERENCES	DESCRIPTION
J1909.4			Fool says, "Just as soon as the body of a colt bred from this mare is in proper proportion to its ears you will have a fine horse."
J1909.5	Spain	Spanish	He says, "Such is bad conduct. If I were to do that they would say that I was eating it."
J1909.6			
J1909.7	India	India	
J1911.1	Spain	Spanish, West Indies	Sticks needle through it.
J1911.2	Africa, Rhodesia	Africa (Ila, Rhodesia)	Wrings the child's neck.
J1914			Dies.
J1914.1			Fails in the war.
J1914.2			None of them feeds him, supposing that the others have. The mule dies.
J1916	India	India	
J1919.1			A trickster cuts off the bill and legs of a stork to make him look more like a real bird.
J1919.2			A fool is asked where the river is fordable. He says, "Everywhere." The man tries to ride across and is almost drowned. The fool, "Those little ducks were able to cross here; why couldn't a big fellow like you?"
J1919.3			A dog has eaten 14 pounds of butter; the fool squeezes 16 pounds from him.
J1919.4			
J1919.5.1	Italy	Italian Novella	
J1919.5.2	Italy	Italian Novella	He does so.
J1919.5.3	Italy	Italian Novella	
J1919.6	Italy	Italian Novella	
J1919.7	Iceland	Icelandic	
J1919.8	Estonia, Lithuania	Estonian, Lithuanian	
J1919.9	U.S.	U.S.	
J1921			
J1922			
J1922.1	Japan	Japanese	An object falls into the sea from a boat. Numskulls mark the place on the boat-rail to indicate where it fell.
J1922.2	England, Japan	England, Japanese	Numskulls leave a knife in the field, marking the place by putting it under a heavy cloud. Next day the cloud is gone and the knife lost.
J1922.2.1			
J1922.3	India	India	Vessel left under mound in sand while owner is swimming. Others make similar mounds so that it is lost.
J1923	Africa, South Africa	Africa (Zulu)	Numskull looks for bread that he threw away a year before.
J1924	India	India	
J1931	Russian	Russian	Good coins are supposed to swim, counterfeit to sink.
J1932			
J1932.1	India, Japan	India, Japanese	
J1932.2			
J1932.3	India	India	
J1932.4			
J1932.4.1			
J1932.4.2	India	India	
J1932.5			
J1932.6	India	India	
J1932.7	Hawaii	Hawaii	
J1933			He wants to take it home.
J1934		Jewish	Numskull plans to dig a hole so as to have a place to throw the earth from his excavation.
J1935	U.S.	U.S.	
J1935.1	New, U.S., York	U.S. (Ozarks)	A peasant hangs boots and an accompanying letter on a telegraph wire, expecting them to reach the city.
J1936			A man stands before mirror with his eyes shut to see how he looks in his sleep.
J1936.1	England	England	
J1937.1			Numskull asked to identify corpse tries to do so by his cough.
J1937.2			Numskull objects to unhealthy place for his tomb.
J1938	India, Indonesia	India, Indonesia	They put meal in the boiling current of the ice hole and then, one after another, they jump in to taste the porridge.
J1941			A numskull cries from a tower and then runs away to see how far his voice will reach.
J1942			A numskull ties yarn around the stove to keep the heat from escaping.
J1943	England	England	Numskull tries to find the time of night.
J1943.1			
J1944.1			They accuse each other of eating all the pears.
J1945			Numskull stretches out his hands toward the fire across the river.
J1946			So says the numskull after riding to town on his stick horse.
J1947			
J1952			Fool told that he needed only the two.
J1955.1	India	India	
J1959.1	India	India	
J1959.1.1	India	India	
J1959.2	India	India	Fool loses his mother's corpse on way to funeral. Mistakes old woman for mother and substitutes her.
J1961			
J1961.1			
J1962			An old woman who has forgotten to knead it in the dough throws it into the stove.
J1963			"Several others have burned up."
J1964			
J1964.1			
J1965			In a storm on the ice, numskulls stick needles into the ice to keep from blowing away.
J1966			But the man who uses the crowbar is to blame for the downfall of the wall.
J1967	Italy	Italian, Italian Novella	He comes to a stream but not wishing to get his feet wet he sits down to wait for the stream to run down. He helps to bale the stream out with a hazelnut shell and keeps it up for months.
J1968	Indonesia	Indonesia	Absurd attempt to punish sea.
J1968.1	India	India	
J1971	Indonesia	Indonesia	
J1972	Switserland	Swiss	
J1973			
J1974	India	India	
J1976	U.S.	U.S.	
J1977	India	India	
J2012	India		
J2012.1	India	India	
J2012.2			
J2012.3	India	India	
J2012.4			
J2012.5			
J2012.6	Italy	Sees everybody naked. Italian Novella	
J2013	Italy	Italian Novella	
J2013.1	England, U.S.		Sleeps with a negro. His friends blacken him during the night. When he is waked up, he complains that they have waked the wrong man.
J2013.2			He barks at people.
J2013.3			A numskull ties a pumpkin to his leg at night so that he shall know himself in the morning. Someone ties the pumpkin to another's leg and the numskull is not sure of his identity next morning.
J2013.4	India	India	
J2014	India	India	
J2015	India	India	
J2016	U.S.	U.S.	
J2021			A stranger helps them with a switch. (Usually get them mixed up when they sit down to bathe their feet.)
J2021.1	Italy	Italian Novella	
J2022			
J2023	Italy	Italian Novella	Finds it only when the rest ride away and he takes the only one left.
J2024			"I didn't get on backward but the horse seems to be left-handed."
J2025.1	Africa, Rhodesia	Africa (Ila, Rhodesia)	
J2025.2			
J2026	India	India	Are really pounding each other.
J2027	India	India	
J2030	India	India	
J2031	India, Indonesia, Switserland	. Swiss, India, Indonesia	Numskulls conclude that one of their number is drowned.
J2031.1			They then count the holes.
J2031.2	Italy	Italian Novella	Why?
J2031.3	Cook, Islands	Cook Islands	
J2032			Ten men are called in; each is to take a goose. If all have a goose, there are ten. One man is left without one. Numskull: "You should have taken one before they were all gone."
J2033	China	Chinese	
J2035			While the merchant is making calculations, he asks the age of his youngest daughter, the elder daughter, and the mother, and always adds this to the number he has reached.
J2036			Numskull goes to buy goods for his wife.
J2037.1	Lithuania	Lithuanian	
J2037.2	India	India	
J2040	U.S.	U.S.	
J2041.1			
J2044	Italy	Italian Novella	As result of his absent-mindedness he is given a heavy mortar to take to his master. The latter makes him return it as punishment.
J2045			
J2046			Absurd results.
J2047	Iceland	Icelandic	
J2048	India	India	
J2050			
J2051	Iceland	Icelandic	
J2052		Jewish	
J2060			Air-castles.
J2060.1	India, Indonesia	Arab, India, Indonesia	
J2060.2	India	India	
J2060.3	India	India	
J2060.4		Jewish	
J2061.1	India, Italy, Spain	India, Jewish, Spanish Exempla	In his excitement he breaks the jar.
J2061.1.1			In his excitement he breaks the glassware.
J2061.1.2	Italy	Italian Novella	In her excitement she breaks all the eggs.
J2061.1.3	India	India	
J2061.1.4	India	India	
J2061.2	Vitry		Proud milkmaid tosses her head (or kicks the pail in her sleep) and spills the milk.
J2061.2.1			Old woman thinks about the horse she is finally to get from the sale. In her imagination she spurs it and spills the milk.
J2061.3			In his excitement he wakes the deer, who runs off.
J2061.4	India	India	
J2062.1	England	England	One man plans to buy sheep; another says that he shall not drive them across the bridge. They quarrel over the sheep, which have not yet been acquired. A third numskull to convince them of their foolishness pours all his meal out in the water so as to show them the empty sack. "How much meal is in the sack?" he asks. "None." "There is just that much wit in your heads."
J2062.2	India	India	"Does the ghee protect the saucer, or the saucer the ghee?"
J2062.3	India	India	
J2063	India, Jamaica	India, Jamaica, Jewish	(Clever Else.) Girl sent to cellar to get wine to serve the suitor begins weeping over the troubles of the child which she might have if she married the suitor. Her parents join her. Meanwhile the suitor leaves.
J2063.1	India	India	
J2064			
J2066.1			
J2066.2			
J2066.3	Africa, Rhodesia	Africa (Ila, Rhodesia), American Negro	
J2066.3.1	India	India	
J2066.4	Spain	Spanish	
J2066.5	Japan	Japanese	She has threatened to throw the child to the wolf.
J2066.6			A butcher has threatened to hit him with a piece of meat.
J2066.6.1	India	India	
J2066.7	England, U.S., United States	American Negro, U.S.	Is told that money is thus made.
J2066.8	India	India	
J2066.9	India	India	He sees it dangling.
J2067.1			A woman plans to sacrifice her only son so that the gods will permit her to give birth to another son.
J2071	India, Indonesia, Japan, Spain	Bolte Zs. Breton, India, Indonesia, Japanese, Spanish Exempla	Three wishes will be granted: used up foolishly.
J2072.1	Lithuania	Lithuanian	Everything to turn to gold.
J2072.2			Birds eat it up.
J2072.3			He blows his nose and it pulls out long.
J2072.4	Lithuania	Lithuanian	The man complains that he is a mere slave of his stomach. His wish is granted and the stomach taken away from him. He discovers soon that life has become very uninteresting to him, and recovers his stomach again.
J2072.5	India	India	Killed by jackals.
J2072.6	India	India	
J2073	India	India	Given to two persons with opposite results.
J2073.1			One begins pulling linen out of a box; other in anger begins throwing water on the pig and must do so all day.
J2073.1.1	Jamaica	Jamaica	One gets help in work, other in striking his wife (etc.).
J2074	Crane, India, Italy, Spain, Vitry	. Spanish Exempla, India, Italian Novella	(The covetous and the envious). A can have a wish, but B will get twice the wish. A wishes that he may lose an eye, so that B may be blind.
J2075		N. A. Indian	A husband, given three wishes, transfers one to his wife, who wastes it on a trifle; in his anger he wishes the article in her body and must use the third to get it out.
J2075.1			
J2075.2	Italy	Italian Novella	Wife uses two transferred wishes selfishly. Husband kills wife and uses remaining wish to his advantage.
J2075.3	India	India	
J2075.4	India	India	Husband wishes her into a pig; son must use third wish to restore her.
J2076			Granted any wish, the fool chooses a trifle.
J2076.1	India	India	
J2079.1	India	India	
J2079.2	India	India	
J2080	France, India	India, Missouri French	
J2081	India	India	
J2081.1	Africa, Cf., England, India, Indonesia, Nigeria, United States	. Cf. Africa (Ibo, Nigeria), English, India, Indonesia, N. A. Indian (Zuni)	Finally nothing left.
J2081.2			
J2081.3	India	India	
J2081.4	India	India	
J2082			A numskull has paid twice the regular amount for a shave. The barber shaves the wife.
J2083.1			In the grain sale the fool sells a third of a cask for the price of a fourth, thinking that he is cheating the buyer.
J2083.2			The fool sells two fox-skins pulled into each other.
J2083.3			Thinks to cheat the buyer.
J2083.4			A fool buys nine eggs and sells ten for the same price. He says that business is improving.
J2083.5			
J2083.6	India	India	
J2085.1			
J2085.1.1	U.S.	U.S.	
J2086			The woman sells cows and gets one of them back as a pledge for the unpaid purchase price.
J2087	U.S.	U.S.	The auctioneer praises the man's worthless cow so much in his speech that the man takes her back himself.
J2088			A numskull having an over-short turban for sale at auction warns the prospective buyer that it is too short.
J2088.1			
J2088.2	Paris	Breton	
J2091			The numskull tells the thief where his door-key, his cakes, and his roasts are and warns him not to steal them.
J2091.1			Thief leaves sign "Here it is not."
J2092	Spain	Spanish Exempla	A man finds a treasure, but is robbed by porters whom he has employed to rid him of the trouble of carrying it.
